Sentence,Type
"There's the tangled web and fatalism of Cocteau's standard storyline, but the movie lacks the waking dream state of Cocteau's movies.",Visual
"However, I should have been able to shake my dream mood from my waking mood.",Visual
Show More Sentences,Visual
How can utopians dream of changing the world when it is so difficult to lose an inch off one's waistline?,Visual
"He has one of those narrow, washboard waists that most of us can only dream about.",Visual
"Just then, this fire truck comes barrelling up in the rear view mirror full speed, sirens and lights ablaze and the dream ends.",Visual
She had just rolled over and began to dream of something else when she heard the sharp sound of breaking glass.,Visual
He looked on and watched as the same girl in his dream climbed into his room through the window.,Visual
I tear at the paper with a vengeance to reveal that my dream had come true also.,Visual
The twentieth century was scarred by the nightmare of Hitler's dream for the Aryan race.,Visual
"Read your glossy magazines and dream away the long, lonely hours with thoughts of when your chance might come.",Visual
His dream was finally realized when the state mandated the existence of public school kindergartens in every school district.,Visual
"A larger roster of players, particularly an increase in the amount of legends, would've increased the number of dream matchups significantly.",Visual
A few million local men had just been awakened from their recurrent football dream and you could hear it.,Visual
"They had got off to a dream start as Townson, on his return from suspension, outpaced the Exeter defence and coolly lobbed the keeper.",Visual
"If you'd like to live the dream too, why not chat to others who are planning to retire abroad?",Visual
"It allows hundreds of people to live the dream of running their own vineyard, without the hassle, red tape or worry.",Visual
I recall a vivid childhood dream of being trapped in a tiny house with a werewolf clawing at the windows and doors.,Visual
"Despite living the dream under the Los Angeles sun, she says she does miss life back in Blighty.",Visual
"Black feminists and womanists in the academy dream of community and cooperation but often live in isolation, she said.",Visual
"My life is certainly different because of the show, but I'm living the dream and I wouldn't change that for the world.",Visual
I'm sure they would've been a lot happier if they were living out their dream onstage with a decent performer.,Visual
"You spend every possible moment living that dream out, and soon it begins to take over your everyday life.",Visual
Show More Sentences,Visual
City of York enjoyed a dream start to their Northern Hockey League division one campaign with a 4-0 victory over arch-rivals Rotherham.,Visual
No one can throw a wrench into family values and the good old American dream quite like he can.,Visual
"There are many fabulous details that the public, steeped in the hyper-marketed machinations of the dream machine, now claim as their own.",Visual
"The remains of the night passed in sighs, and when dawn reddened the eastern sky, I had not even glimpsed a dream of you.",Visual
Do you need two hours in the gym every day to achieve your dream of a rock-hard body?,Visual
"By exchanging the bullet for the ballot box, they are helping to create a better world order that all of us dream of.",Visual
But the Bulldogs' potential dream season was wrecked by more injuries than one team can be expected to handle.,Visual
The choice is whether to focus on one dream candidate or to beat the bushes and conduct a thorough search.,Visual
"This meant that allottees, eager to build their dream homes, couldn't do so.",Visual
The void between rich and poor is now a yawning chasm and home ownership is but a dream for most young couples.,Visual
Bring little ones to the park this month during baseball's All-Star break and dream about your own future all-stars.,Visual
Check out the back pages of any glossy magazine and the dream is laid bare.,Visual
"I dream of a specialty beer store, with ales and lagers stored separately at proper temperature away from light and a cellar of aging beers.",Visual
"The shaman is a witch doctor, a dream reader, and an intermediary between the living and the spirit world.",Visual
"As I grew, the dream seemed to come every month or so, like a ritual meeting, I later found that every full moon I would have the dream.",Visual
"His flights of fancy occur primarily as dream sequences and flashbacks, leaving room for the plot to linearly unfold.",Visual
"You could maybe try and get some dream contact going as well, try automatic writing, there's all sorts of things you could do.",Visual
"His writing is apocalyptic in feel, describing a gritty futuristic world in which dream meets reality.",Visual
"Although this scene, like the climax of Halloween, begins in a bedroom, once the telephone rings we enter Krueger's dream world.",Visual
